word	when	label	sentences
guarantee	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
@LanaDelRuv	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
kiosks	3 After	High Intensity Complaint	@united Tomorrow will start day 4 of this week-long saga of trying to resolve this problem. Just FYI.
bag?	3 After	General Negative Complaint	@united @carterjwm @Wendys But the question is will you then remove him from the flight?
c'mon!	3 After	General Negative Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
@AmericanAirway	3 After	General Negative Complaint	QT @usnews: 1) Don't let her on the plane she only has leggings on 2) Drag the doctor off the plane we're overbooked 3) Make her pee in cup 4)What next? https://t.co/b8L1oHKvV5 ; This @united passenger says she had to pee in cup: https://t.co/L7OdGFpZZp
Grenada	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
(result	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
loyalty...vote	3 After	Low Intensity Complaint	QT @united: Ladies and gentlemen take notes	 this is what overcompensation looks like https://t.co/u6umJTBCRb ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
airline)	3 After	Not a Complaint	QT @united: Ladies and gentlemen take notes	 this is what overcompensation looks like https://t.co/u6umJTBCRb ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
#lied?	3 After	High Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
reissued	3 After	Not a Complaint	@united need y'all help!
waived	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
cuts	3 After	General Negative Complaint	Woman Says She Was Forced To Pee In Cup On United Airlines Flight VIDEO https://t.co/qW79UeVu2O @United ignored this for 1 month now denies!
runaround?!	3 After	Not a Complaint	QT @united: shut the fuck up https://t.co/Qta8cjmcoJ ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
"sounds	3 After	Low Intensity Complaint	QT @united: shut the fuck up https://t.co/Qta8cjmcoJ ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
like"	3 After	Low Intensity Complaint	Having a Nick Brewer flight experience. @United forgot our pilot in Chicago and Manchester wasn't expecting us so no docking crew @ngbrew62
shit!??	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
@momentitus:	3 After	General Negative Complaint	RT @kevinrd13: @united @carterjwm @Wendys @carterjwm since it's a free ticket	 you better not wear leggings on this @united flight
mos	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
try/care.	3 After	Not a Complaint	Hey @united 45 mins since your last response on DM. Could you please reply so I can make arrangements accordingly?
inventive.	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@lastrealmanROH	3 After	Low Intensity Complaint	(1/2) @Medieval_ista. @united	 my wife's baggage got lost on her way from #CHI to #Kalamazoo. incompetent cost. service couldn't care less
@ringofhonor	3 After	High Intensity Complaint	(1/2) @Medieval_ista. @united	 my wife's baggage got lost on her way from #CHI to #Kalamazoo. incompetent cost. service couldn't care less
Mayhem	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
coldest	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
upstairs	3 After	Not a Complaint	RT @junixu: @united @carterjwm @Wendys You'll never get your reputation back.
"put	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
yah"	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
#milehigh	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
feels	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
cardboard.	3 After	General Negative Complaint	RT @Navang25: I guess @united harassment isn't limited to the unfriendly skies. #unacceptable #united #lackofcustomerservice https://t.co/A5P6A8XJjC
#nailedit	3 After	Low Intensity Complaint	RT @Navang25: I guess @united harassment isn't limited to the unfriendly skies. #unacceptable #united #lackofcustomerservice https://t.co/A5P6A8XJjC
EWR?	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
shuttle.	3 After	General Negative Complaint	.@united Keeping feeding "we're changing" @united Changing by making families pay 4 hotels since the maintenance delay was less than the wx delay
FTW.	3 After	Not a Complaint	QT @brianreynolds13: 😂 https://t.co/aByGvYoYrN ; @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
@TClarkWZ:	3 After	Not a Complaint	QT @brianreynolds13: 😂 https://t.co/aByGvYoYrN ; @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
cushion	3 After	General Negative Complaint	RT @kevinrd13: @united @carterjwm @Wendys @carterjwm since it's a free ticket	 you better not wear leggings on this @united flight
all...	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
#Houston	3 After	Not a Complaint	QT @tkdmike: I'm officially a southwest fan lol https://t.co/zJHsImXjeR ; @united @Wendys https://t.co/SAqkCfiOjh
#YYZ-	3 After	Low Intensity Complaint	QT @tkdmike: I'm officially a southwest fan lol https://t.co/zJHsImXjeR ; @united @Wendys https://t.co/SAqkCfiOjh
USB	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
movies.	3 After	High Intensity Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
#SanJose	3 After	High Intensity Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
@fly2ohare.	3 After	High Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
Pinnau	3 After	General Negative Complaint	@Gearyyyy @united Let's work together to remove CEO Oscar Muñoz - https://t.co/oM0JN0qI1s
@JasonLloydNBA	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@TheAthleticCLE	3 After	Not a Complaint	Watching UA99 leave for home 🏡 @united #widebody #staralliance #airside #avgeek #avgeek #boeing… https://t.co/4OLdk12XZS
Hah!	3 After	High Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
immigration	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
"no"	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
solitions.	3 After	Not a Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
plan.	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
Federal	3 After	General Negative Complaint	@grappycube @shaehong @united Let's work together to remove CEO Oscar Muñoz - https://t.co/oM0JN0qI1s
BBB	3 After	Not a Complaint	@united @Wendys Stop jumping on a band wagon! How many retweets do I need to get to get a free flight & not be knocked out my seat? Man needs trips
solution.	3 After	Not a Complaint	RT @kevinrd13: @united @carterjwm @Wendys @carterjwm since it's a free ticket	 you better not wear leggings on this @united flight
acknowledgment	3 After	Not a Complaint	Ya nadie recuerda cuando 2 policías armados metieron una paliza a un médico para echarle de un vuelo de @united por overbooking? ☺
download	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
films.	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
605	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
3A	3 After	Not a Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
yyz	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
sites.	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
8est	3 After	Low Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@prizmsm:	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
bored	3 After	Not a Complaint	RT @CNNMoney: Investors couldn't be any happier with @united: https://t.co/n2OqrQfCJA
FALSE	3 After	Not a Complaint	.@Delta @united @JetBlue how many rt's for this
starve	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
helpfull	3 After	Not a Complaint	QT @united: RT @MilfMuva: Does it come with a complimentary beat down? If so.... keep it 🚮 #NickiBBMAs https://t.co/soJi42D2Vs ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
employe	3 After	Not a Complaint	RT @CNNMoney: Investors couldn't be any happier with @united: https://t.co/n2OqrQfCJA
good..	3 After	Not a Complaint	RT @CNNMoney: Investors couldn't be any happier with @united: https://t.co/n2OqrQfCJA
division.	3 After	General Negative Complaint	RT @blader: @united @Wendys Yo @United how many retweets to not get assaulted by you on my next flight?
@SChristianson:	3 After	General Negative Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
@ScottKirbyUAL	3 After	General Negative Complaint	@HiItsBrant @united Well with one quick tip	 you can earn 8 million in less than 8 minutes!
Death	3 After	High Intensity Complaint	RT @zilchzombie: @united @carterjwm @Wendys They will take your nuggs to feed their victims
$4000.	3 After	Low Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
